,최초등록,주행거리,연료,배기량,외관컬러,내장컬러,차종,승차인원,구동방식,차량번호,연식,변속기,가격,option,Unnamed: 14
86,2021.04.26,"34,870km",디젤,"2,151cc",비크 블랙,블랙모노톤,SUV,5인승,2WD,153더4876,2021년,오토,"45,700,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
87,2021.07.18,"44,354km",가솔린,"2,497cc",우유니 화이트,울트라마린블루,SUV,5인승,AWD,181루3587,2021년,오토,"53,300,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
88,2021.03.25,"26,333km",가솔린,"2,497cc",카본 메탈,울트라마린블루,SUV,5인승,AWD,156저7829,2021년,오토,"55,700,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
89,,,,,,,,,,,,,,", , , , , , , , , , , , , , ",
90,2021.04.19,"22,852km",가솔린,"2,497cc",마테호른 화이트(무광),옵시디언블랙/세비야레드투톤,SUV,5인승,2WD,225로5996,2021년,오토,"54,700,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
91,2022.07.18,"24,844km",가솔린,"2,497cc",우유니 화이트,하바나 브라운,SUV,5인승,2WD,337러7653,2022년,오토,"48,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
92,2021.05.06,"37,805km",가솔린,"2,497cc",카본 메탈,파인그로브그린투톤(파인그로브그린시트),SUV,5인승,AWD,392러7654,2021년,오토,"54,600,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
93,2023.04.26,"6,013km",가솔린,"2,497cc",비크 블랙,바닐라베이지투톤,SUV,5인승,2WD,239루4182,2023년,오토,"48,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 선루프, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
94,2023.01.01,"42,947km",가솔린,"2,497cc",비크 블랙,하바나 브라운,SUV,5인승,AWD,239루4196,2023년,오토,"52,800,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
95,2023.09.25,"4,768km",가솔린,"3,470cc",우유니 화이트,바닐라베이지투톤,SUV,5인승,AWD,233저1165,2023년,오토,"65,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
96,2023.09.24,"5,512km",가솔린,"2,497cc",마테호른 화이트(무광),스포츠전용_바닐라 베이지 투톤,SUV,5인승,AWD,233저1186,2023년,오토,"65,100,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
97,2023.10.17,857km,가솔린,"3,470cc",세빌 실버,옵시디언블랙,SUV,5인승,AWD,228보2964,2023년,오토,"68,400,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
98,2023.10.26,"11,689km",가솔린,"3,470cc",우유니 화이트,스포츠전용_바닐라 베이지 투톤,SUV,5인승,AWD,228보2969,2023년,오토,"64,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
99,2022.11.24,"10,463km",가솔린,"2,497cc",비크 블랙,울트라마린블루,SUV,5인승,2WD,239루4157,2022년,오토,"52,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
100,2021.08.22,"31,290km",가솔린,"2,497cc",카본 메탈,블랙모노톤,SUV,5인승,2WD,345조6718,2021년,오토,"44,200,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 전동식 트렁크, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
101,2021.04.25,"71,647km",디젤,"2,151cc",우유니 화이트,블랙모노톤,SUV,5인승,AWD,235너7657,2021년,오토,"44,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
102,2022.03.30,"33,772km",가솔린,"2,497cc",비크 블랙,울트라마린블루,SUV,5인승,2WD,106주7456,2022년,오토,"49,600,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
103,2023.09.21,"7,209km",가솔린,"2,497cc",마칼루 그레이,블랙모노톤,SUV,5인승,AWD,233저1183,2023년,오토,"62,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
104,2023.10.12,"5,349km",가솔린,"3,470cc",카프리 블루,울트라마린블루,SUV,5인승,AWD,228보2944,2023년,오토,"63,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
105,2023.10.16,"6,027km",가솔린,"3,470cc",세빌 실버,옵시디언블랙,SUV,5인승,AWD,203누9254,2023년,오토,"64,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
106,2020.12.06,"67,233km",가솔린,"2,497cc",세빌 실버,벨벳버건디투톤(벨벳버건디시트),SUV,5인승,AWD,370고8736,2020년,오토,"49,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
107,2023.11.05,"6,091km",가솔린,"3,470cc",우유니 화이트,울트라마린블루,SUV,5인승,AWD,249조9186,2023년,오토,"66,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
108,2023.05.30,"15,843km",가솔린,"2,497cc",카디프 그린,하바나 브라운,SUV,5인승,2WD,200누6016,2023년,오토,"49,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
109,2021.03.25,"89,840km",디젤,"2,151cc",카본 메탈,하바나 브라운,SUV,5인승,AWD,227루9283,2021년,오토,"43,700,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
110,2021.03.11,"63,312km",디젤,"2,151cc",우유니 화이트,울트라마린블루,SUV,5인승,AWD,129모3980,2021년,오토,"46,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
111,2023.03.13,"11,686km",가솔린,"2,497cc",비크 블랙,블랙모노톤,승용,5인승,AWD,239루4107,2023년,오토,"58,600,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
112,2021.05.26,"77,775km",가솔린,"2,497cc",비크 블랙,블랙모노톤,승용,5인승,AWD,185마5893,2021년,오토,"44,200,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열/2열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
113,2022.04.25,"43,825km",가솔린,"3,470cc",태즈먼 블루,포레스트 블루(애쉬 칼라 그라데이션),승용,5인승,AWD,239루4132,2022년,오토,"54,700,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열/2열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
114,2020.03.25,"68,817km",디젤,"2,996cc",카본 메탈,블루/듄 베이지 투톤(블랙애쉬),SUV,5인승,AWD,324나1242,2020년,오토,"59,700,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열/2열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
115,2021.02.01,"69,673km",가솔린,"2,497cc",우유니 화이트,바닐라베이지투톤,SUV,5인승,AWD,234노3628,2021년,오토,"51,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
116,2020.04.09,"72,536km",디젤,"2,996cc",세빌 실버,블랙모노톤,SUV,5인승,AWD,135모8858,2020년,오토,"49,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
117,2021.03.28,"44,118km",디젤,"2,996cc",카본 메탈,바닐라베이지투톤,SUV,5인승,AWD,136주1811,2021년,오토,"51,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
118,2022.10.31,"23,945km",디젤,"2,996cc",카본 메탈,브라운/베이지 투톤(베이지시트),SUV,6인승,AWD,123보5473,2022년,오토,"59,400,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
119,2021.03.08,"67,867km",디젤,"2,996cc",골드코스트 실버,블루/듄 베이지 투톤(버취),SUV,7인승,AWD,126로9252,2021년,오토,"58,800,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열/2열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
120,2020.11.15,"55,470km",디젤,"2,996cc",카본 메탈,블랙/베이지 투톤(블랙애쉬),SUV,5인승,AWD,396소9774,2020년,오토,"61,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열/2열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
121,2020.05.18,"48,224km",디젤,"2,996cc",카본 메탈,블랙모노톤(블랙 애쉬),SUV,5인승,AWD,398어3847,2020년,오토,"60,600,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열/2열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
122,2022.07.12,"28,640km",가솔린,"2,497cc",카본 메탈,브라운/베이지 투톤(베이지시트),SUV,5인승,AWD,376수3963,2022년,오토,"59,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
