가격,차량정보,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,옵션
55800000,160너8538,23년05월(23년형),"17,389km",가솔린,오토,정보없음,소형,"1,991cc",검정,정보없음,없음,없음,사고없음,없음,없음,없음,1회,"['썬루프', '알루미늄휠', '전동접이식미러', '열선시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '메모리시트', '슈퍼비전계기판', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '스마트키', '파워윈도우', '풀오토에어컨', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '내비게이션']"
31000000,309우9335,21년07월(22년형),"16,917km",가솔린,오토,정보없음,대형,"2,497cc",검정,정보없음,없음,없음,사고없음,없음,없음,있음,2회,[]
16690000,370루9868,20년03월(19년형),"37,969km",디젤,오토,정보없음,준중형,"1,997cc",흰색,정보없음,없음,없음,사고없음,없음,없음,없음,1회,"['썬루프', '열선시트', '메모리시트', '어라운드뷰', '차체자세제어장치', '차선이탈경보장치', '전자식파킹브레이크', '크루즈컨트롤', '내비게이션']"
14300000,18오6901,17년03월(17년형),"35,773km",가솔린,오토,정보없음,준중형,"1,591cc",흰색,정보없음,없음,없음,사고없음,없음,없음,없음,없음,"['썬루프', '제논라이트(HID)', '알루미늄휠', '파노라마썬루프', '어댑티드헤드램프', '열선시트', '통풍시트', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '뒷좌석전동시트', '메모리시트', '안마시트', '하이패스', '메모리시트(동승석)', '열선시트(뒷좌석)', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', 'ECS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '풀오토에어컨', '자동주차시스템', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '레인센서와이퍼', '내비게이션', 'CD체인저', 'MP3', 'AUX', 'USB', '핸즈프리', 'iPod 단자']"
665000000,266버2805,23년04월(23년형),"2,194km",가솔린,오토,정보없음,SUV,"6,749cc",검정,정보없음,없음,없음,사고없음,없음,없음,없음,없음,['알루미늄휠']
55900000,388버6913,22년10월(22년형),"12,772km",가솔린,오토,정보없음,SUV,"1,998cc",검정색,없음,없음,없음,사고없음,없음,없음,없음,없음,"['알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '파노라마썬루프', '루프랙', 'LED리어램프', '열선시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '뒷좌석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '엠비언트라이트', '워크인시트', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '블랙박스', 'ABS', 'ECS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '자동주차시스템', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '스탑앤고', '내비게이션', 'AV시스템', 'MP3', 'AUX', 'USB', '핸즈프리', 'iPod 단자', '스마트폰미러링', '블루투스']"
15790000,54마2262,18년09월(19년형),"50,471km",가솔린,오토,정보없음,SUV,"1,997cc",회색,없음,없음,없음,사고없음,없음,없음,없음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '열선시트', '통풍시트', '핸들 리모컨', '가죽시트', '운전석전동시트', '하이패스', '열선시트(뒷좌석)', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'TCS', '타이어 공기압감지', '스마트키', '파워윈도우', '자동도어잠금', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '핸들열선', '무선도어 잠금장치', 'CD체인저', 'AUX', 'USB', '핸즈프리', '스마트폰미러링', '블루투스']"
23600000,354구4620,20년01월(20년형),"17,560km",LPG,오토,정보없음,SUV,"1,998cc",그레이티타늄,정보없음,없음,없음,사고없음,없음,없음,없음,1회,"['열선시트', '통풍시트', '파워핸들', '메모리시트', '차체자세제어장치', '차선이탈경보장치', '전자식파킹브레이크', '크루즈컨트롤', '핸들열선', '내비게이션']"
58900000,140오5585,21년02월(21년형),"103,818km",하이브리드(가솔린),오토,정보없음,SUV,"1,969cc",검정색,정보없음,없음,없음,사고없음,없음,없음,없음,1회,"['썬루프', '알루미늄휠', '파노라마썬루프', '열선시트', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '열선시트(뒷좌석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '주차감지센서(전방)', '전방카메라', '스마트키', '전자식파킹브레이크', '크루즈컨트롤', '전동트렁크', '핸들열선', '레인센서와이퍼', '내비게이션', 'USB', '핸즈프리', 'iPod 단자']"
17990000,09오6049,17년09월(17년형),"82,210km",디젤,오토,정보없음,SUV,"1,995cc",회색,정보없음,없음,없음,사고없음,없음,없음,없음,없음,"['통풍시트', '사이드&커튼에어백', '운전석에어백', '조수석에어백', 'ABS', '크루즈컨트롤', '내비게이션']"
27990000,12라8789,19년07월(19년형),"125,874km",가솔린,오토,정보없음,중형,"1,998cc",흰색,정보없음,없음,없음,사고없음,없음,없음,없음,없음,[]
11000000,07루4878,18년12월(18년형),"31,237km",가솔린,오토,정보없음,경차,998cc,흰색,정보없음,없음,없음,사고없음,없음,없음,없음,2회,"['썬루프', '제논라이트(HID)', '알루미늄휠', '파노라마썬루프', '열선시트', '통풍시트', '핸들 리모컨', '가죽시트', '운전석전동시트', '뒷좌석전동시트', '메모리시트', '안마시트', '하이패스', '메모리시트(동승석)', '열선시트(뒷좌석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', 'ECS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '주차감지센서(전방)', '전방카메라', '스마트키', '풀오토에어컨', '자동주차시스템', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '레인센서와이퍼', '내비게이션', 'CD체인저', 'MP3', 'AUX', 'USB']"
39000000,281오7851,23년02월(23년형),"27,162km",하이브리드(가솔린),오토,정보없음,SUV,"1,598cc",회색,정보없음,없음,없음,사고없음,없음,없음,없음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '파노라마썬루프', '루프랙', 'LED리어램프', '하이빔 어시스트', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '엠비언트라이트', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', '블랙박스', 'ABS', 'ECS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '자동주차시스템', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '스탑앤고', '무선충전', '내비게이션', '스마트폰미러링', '블루투스']"
71500000,311오4668,20년06월(20년형),"79,833km",디젤,오토,정보없음,대형,"2,993cc",검정색,정보없음,없음,없음,사고없음,없음,없음,없음,3회,"['썬루프', '제논라이트(HID)', '알루미늄휠', '파노라마썬루프', '열선시트', '통풍시트', '핸들 리모컨', '가죽시트', '운전석전동시트', '뒷좌석전동시트', '메모리시트', '안마시트', '하이패스', '메모리시트(동승석)', '열선시트(뒷좌석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', 'ECS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '주차감지센서(전방)', '전방카메라', '스마트키', '풀오토에어컨', '자동주차시스템', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '레인센서와이퍼', '내비게이션', 'CD체인저', 'MP3', 'AUX', 'USB']"
21330000,172러7737,21년03월(22년형),"76,348km",가솔린,오토,정보없음,SUV,"1,341cc",회색,정보없음,없음,없음,사고없음,없음,없음,없음,1회,"['알루미늄휠', '열선시트', '통풍시트', '차선이탈경보장치', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '핸들열선', '내비게이션']"
12000000,10다1382,17년11월(18년형),"33,125km",가솔린,오토,정보없음,SUV,"1,597cc",검정색,없음,없음,없음,사고없음,없음,없음,없음,2회,"['열선시트', '파워핸들', '차체자세제어장치', '핸들열선', '내비게이션']"
99000000,245서8487,24년02월(24년형),"4,485km",가솔린,오토,정보없음,SUV,"2,993cc",흰색,정보없음,없음,없음,사고없음,없음,없음,없음,1회,"['알루미늄휠', '내비게이션']"
4700000,28어4903,22년08월(23년형),"3,030km",전기,오토,정보없음,경차,140cc,청색,정보없음,없음,없음,사고없음,없음,없음,없음,1회,[]
19200000,271너2757,20년04월(20년형),"134,494km",가솔린,오토,정보없음,대형,"2,497cc",검정색,정보없음,없음,없음,사고없음,없음,없음,있음,1회,"['제논라이트(HID)', '알루미늄휠', '열선시트', '통풍시트', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '하이패스', '열선시트(뒷좌석)', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', 'ECS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '자동긴급제동(AEB)', '스마트키', '풀오토에어컨', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '레인센서와이퍼', '내비게이션', 'AUX', 'USB', '핸즈프리']"
17000000,295거2368,20년11월(21년형),"23,121km",가솔린,오토,정보없음,SUV,"1,497cc",흰색,정보없음,없음,없음,사고없음,없음,없음,없음,없음,"['열선시트', '통풍시트', '어라운드뷰', '차체자세제어장치', '차선이탈경보장치', '스마트키', 'ECM룸밀러', '핸들열선', '내비게이션']"
19200000,05어6564,18년03월(18년형),"92,230km",디젤,오토,정보없음,RV,"2,199cc",진주색,없음,없음,없음,사고없음,없음,없음,없음,없음,"['썬루프', '제논라이트(HID)', '알루미늄휠', '전동접이식미러', '열선시트', '통풍시트', '핸들 리모컨', '가죽시트', '운전석전동시트', '메모리시트', '후방감지센서', '후방카메라', '어라운드뷰', '블랙박스', '차체자세제어장치', '스마트키', '풀오토에어컨', 'ECM룸밀러', '크루즈컨트롤', '내비게이션']"
26900000,125나9430,22년10월(23년형),"10,771km",가솔린,오토,정보없음,중형,"1,999cc",빨강색,없음,없음,없음,사고없음,없음,없음,없음,1회,"['알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '하이빔 어시스트', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '패들시프트', '하이패스', '열선시트(뒷좌석)', '전동햇빛가리개', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', '블랙박스', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '스탑앤고', '무선충전', '내비게이션', 'AV시스템', 'USB', '핸즈프리', '블루투스']"
104000000,324서7470,22년12월(22년형),"14,557km",가솔린,오토,정보없음,스포츠카,"3,995cc",빨강(주홍),정보없음,없음,없음,사고없음,없음,없음,없음,없음,"['풀오토에어컨', '내비게이션']"
102000000,286우5366,23년08월(23년형),"5,783km",하이브리드(디젤),오토,정보없음,SUV,"2,997cc",초록(연두),정보없음,없음,없음,사고없음,없음,없음,없음,없음,[]
47300000,340우1259,21년02월(21년형),"27,537km",가솔린,오토,정보없음,스포츠카,"1,991cc",흰색,정보없음,없음,없음,사고없음,없음,없음,없음,3회,"['알루미늄휠', '열선시트', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '주차감지센서(전방)', '스마트키', '전자식파킹브레이크', '크루즈컨트롤', '레인센서와이퍼', '내비게이션', 'USB', '핸즈프리']"
